INFO 2024-08-11 09:25:50,540 autoreload Watching for file changes with StatReloader
DEBUG 2024-08-11 09:25:51,888 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\re\_casefix.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,889 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\difflib.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,891 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\dataclasses.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,891 autoreload File D:\documents\.venv\Lib\site-packages\urllib3\util\connection.py first seen with mtime 1717723186.979314
DEBUG 2024-08-11 09:25:51,892 autoreload File D:\documents\.venv\Lib\site-packages\rest_framework\status.py first seen with mtime 1719886076.633992
DEBUG 2024-08-11 09:25:51,892 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\traceback.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,893 autoreload File D:\documents\.venv\Lib\site-packages\django\utils\hashable.py first seen with mtime 1722069295.188436
DEBUG 2024-08-11 09:25:51,893 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\postgres\validators.py first seen with mtime 1722069294.051057
DEBUG 2024-08-11 09:25:51,893 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\email\policy.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,894 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\contenttypes\checks.py first seen with mtime 1722069293.0528257
DEBUG 2024-08-11 09:25:51,894 autoreload File D:\documents\.venv\Lib\site-packages\sqlparse\filters\others.py first seen with mtime 1719886046.1102922
DEBUG 2024-08-11 09:25:51,895 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\email\_header_value_parser.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,895 autoreload File D:\documents\.venv\Lib\site-packages\django\core\checks\async_checks.py first seen with mtime 1722069294.8624988
DEBUG 2024-08-11 09:25:51,897 autoreload File D:\documents\.venv\Lib\site-packages\django\views\generic\edit.py first seen with mtime 1722069295.2250202
DEBUG 2024-08-11 09:25:51,897 autoreload File D:\documents\.venv\Lib\site-packages\urllib3\fields.py first seen with mtime 1717723186.960363
DEBUG 2024-08-11 09:25:51,898 autoreload File D:\documents\.venv\Lib\site-packages\django\core\checks\security\sessions.py first seen with mtime 1722069294.8743649
DEBUG 2024-08-11 09:25:51,898 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\collections\__init__.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,899 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\urllib\parse.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,899 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\catalog_media\views.py first seen with mtime 1723277419.510308
DEBUG 2024-08-11 09:25:51,899 autoreload File D:\documents\.venv\Lib\site-packages\rest_framework\utils\representation.py first seen with mtime 1719886077.35458
DEBUG 2024-08-11 09:25:51,901 autoreload File D:\documents\.venv\Lib\site-packages\urllib3\_version.py first seen with mtime 1717723186.954338
DEBUG 2024-08-11 09:25:51,901 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\unittest\suite.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,902 autoreload File D:\documents\.venv\Lib\site-packages\django\template\backends\django.py first seen with mtime 1722069295.1461208
DEBUG 2024-08-11 09:25:51,902 autoreload File D:\documents\.venv\Lib\site-packages\django\utils\connection.py first seen with mtime 1722069295.177717
DEBUG 2024-08-11 09:25:51,902 autoreload File D:\documents\.venv\Lib\site-packages\django\views\generic\base.py first seen with mtime 1722069295.2229798
DEBUG 2024-08-11 09:25:51,903 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\wsgiref\__init__.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,903 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\cart\templatetags\cart_box.py first seen with mtime 1721959085.2471356
DEBUG 2024-08-11 09:25:51,904 autoreload File D:\documents\.venv\Lib\site-packages\django\core\handlers\exception.py first seen with mtime 1722069294.8877125
DEBUG 2024-08-11 09:25:51,906 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\re\__init__.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,906 autoreload File D:\documents\.venv\Lib\site-packages\django\core\management\__init__.py first seen with mtime 1722069294.898913
DEBUG 2024-08-11 09:25:51,907 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\functools.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,908 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\admin\templatetags\admin_urls.py first seen with mtime 1722069292.6174202
DEBUG 2024-08-11 09:25:51,908 autoreload File D:\documents\.venv\Lib\site-packages\django\utils\html.py first seen with mtime 1722069295.1894376
DEBUG 2024-08-11 09:25:51,909 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\contenttypes\__init__.py first seen with mtime 1722069293.0508294
DEBUG 2024-08-11 09:25:51,909 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\contenttypes\forms.py first seen with mtime 1722069293.0553267
DEBUG 2024-08-11 09:25:51,910 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\weakref.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,911 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\wsgiref\util.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,912 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\messages\storage\__init__.py first seen with mtime 1722069294.0394506
DEBUG 2024-08-11 09:25:51,912 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\xml\dom\NodeFilter.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,913 autoreload File D:\documents\.venv\Lib\site-packages\django\db\models\expressions.py first seen with mtime 1722069295.0045507
DEBUG 2024-08-11 09:25:51,914 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\email\charset.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,914 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\platform.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,915 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\http\client.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,915 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\zipfile\_path\__init__.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,916 autoreload File D:\documents\.venv\Lib\site-packages\django\utils\timesince.py first seen with mtime 1722069295.2015336
DEBUG 2024-08-11 09:25:51,916 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\asyncio\locks.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,917 autoreload File D:\documents\.venv\Lib\site-packages\urllib3\util\wait.py first seen with mtime 1717723186.9922826
DEBUG 2024-08-11 09:25:51,917 autoreload File D:\documents\.venv\Lib\site-packages\rest_framework\compat.py first seen with mtime 1719886076.6022074
DEBUG 2024-08-11 09:25:51,918 autoreload File D:\documents\.venv\Lib\site-packages\django\utils\version.py first seen with mtime 1722069295.2040434
DEBUG 2024-08-11 09:25:51,918 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\staticfiles\checks.py first seen with mtime 1722069294.8337538
DEBUG 2024-08-11 09:25:51,919 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,919 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\asyncio\windows_events.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,920 autoreload File D:\documents\.venv\Lib\site-packages\django\views\decorators\debug.py first seen with mtime 1722069295.2189598
DEBUG 2024-08-11 09:25:51,921 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\getpass.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,921 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\token.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,922 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\random.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,922 autoreload File D:\documents\.venv\Lib\site-packages\django\db\migrations\state.py first seen with mtime 1722069294.9896376
DEBUG 2024-08-11 09:25:51,922 autoreload File D:\documents\.venv\Lib\site-packages\requests\sessions.py first seen with mtime 1719886069.578563
DEBUG 2024-08-11 09:25:51,924 autoreload File D:\documents\.venv\Lib\site-packages\django\db\backends\mysql\features.py first seen with mtime 1722069294.9498434
DEBUG 2024-08-11 09:25:51,924 autoreload File D:\documents\.venv\Lib\site-packages\django\templatetags\l10n.py first seen with mtime 1722069295.1559496
DEBUG 2024-08-11 09:25:51,925 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\xml\dom\minicompat.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,925 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\unittest\main.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,926 autoreload File D:\documents\.venv\Lib\site-packages\django\template\loaders\base.py first seen with mtime 1722069295.1504133
DEBUG 2024-08-11 09:25:51,927 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\asyncio\base_futures.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,927 autoreload File D:\documents\.venv\Lib\site-packages\certifi\__init__.py first seen with mtime 1717723197.7434835
DEBUG 2024-08-11 09:25:51,928 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\encodings\aliases.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,929 autoreload File D:\documents\.venv\Lib\site-packages\urllib3\util\request.py first seen with mtime 1717723186.9813068
DEBUG 2024-08-11 09:25:51,929 autoreload File D:\documents\.venv\Lib\site-packages\urllib3\__init__.py first seen with mtime 1717723186.9503493
DEBUG 2024-08-11 09:25:51,930 autoreload File D:\documents\.venv\Lib\site-packages\requests\compat.py first seen with mtime 1719886069.5705023
DEBUG 2024-08-11 09:25:51,931 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\shipment\admin.py first seen with mtime 1719452416.6012757
DEBUG 2024-08-11 09:25:51,931 autoreload File D:\documents\.venv\Lib\site-packages\django\db\models\manager.py first seen with mtime 1722069295.00779
DEBUG 2024-08-11 09:25:51,932 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\_compat_pickle.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,933 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\messages\api.py first seen with mtime 1722069294.0340252
DEBUG 2024-08-11 09:25:51,933 autoreload File D:\documents\.venv\Lib\site-packages\psycopg2\extras.py first seen with mtime 1717723196.606823
DEBUG 2024-08-11 09:25:51,933 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\unittest\signals.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,934 autoreload File D:\documents\.venv\Lib\site-packages\rest_framework\utils\__init__.py first seen with mtime 1719886077.342572
DEBUG 2024-08-11 09:25:51,935 autoreload File D:\documents\.venv\Lib\site-packages\django\utils\tree.py first seen with mtime 1722069295.2025352
DEBUG 2024-08-11 09:25:51,935 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\contenttypes\management\__init__.py first seen with mtime 1722069293.243977
DEBUG 2024-08-11 09:25:51,936 autoreload File D:\documents\.venv\Lib\site-packages\django\template\loaders\filesystem.py first seen with mtime 1722069295.1514108
DEBUG 2024-08-11 09:25:51,936 autoreload File D:\documents\.venv\Lib\site-packages\certifi\core.py first seen with mtime 1717723197.749456
DEBUG 2024-08-11 09:25:51,937 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\email\header.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,937 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\core\apps.py first seen with mtime 1719632469.8037918
DEBUG 2024-08-11 09:25:51,938 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\product\templatetags\__init__.py first seen with mtime 1721873895.811037
DEBUG 2024-08-11 09:25:51,938 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\DLLs\_ssl.pyd first seen with mtime 1707232252.0
DEBUG 2024-08-11 09:25:51,939 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\email\generator.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,939 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\email\mime\message.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,941 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\pathlib.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,941 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\user\__init__.py first seen with mtime 1719452386.8323069
DEBUG 2024-08-11 09:25:51,941 autoreload File D:\documents\.venv\Lib\site-packages\urllib3\connectionpool.py first seen with mtime 1717723186.9583845
DEBUG 2024-08-11 09:25:51,942 autoreload File D:\documents\.venv\Lib\site-packages\django\template\base.py first seen with mtime 1722069295.134401
DEBUG 2024-08-11 09:25:51,942 autoreload File D:\documents\.venv\Lib\site-packages\django\shortcuts.py first seen with mtime 1722069291.50664
DEBUG 2024-08-11 09:25:51,944 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\urllib\error.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,945 autoreload File D:\documents\.venv\Lib\site-packages\django\db\models\fields\json.py first seen with mtime 1722069295.0169764
DEBUG 2024-08-11 09:25:51,946 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\email\iterators.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,946 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\queue.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,947 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\admin\templatetags\__init__.py first seen with mtime 1722069292.6154287
DEBUG 2024-08-11 09:25:51,948 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\warnings.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,948 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\reprlib.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,949 autoreload File D:\documents\.venv\Lib\site-packages\django\core\files\temp.py first seen with mtime 1722069294.8791711
DEBUG 2024-08-11 09:25:51,950 autoreload File D:\documents\.venv\Lib\site-packages\django\db\models\deletion.py first seen with mtime 1722069295.0020535
DEBUG 2024-08-11 09:25:51,950 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\contenttypes\apps.py first seen with mtime 1722069293.0528257
DEBUG 2024-08-11 09:25:51,951 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\manage.py first seen with mtime 1719452235.3764906
DEBUG 2024-08-11 09:25:51,951 autoreload File D:\documents\.venv\Lib\site-packages\django\forms\formsets.py first seen with mtime 1722069295.043144
DEBUG 2024-08-11 09:25:51,951 autoreload File D:\documents\.venv\Lib\site-packages\django\utils\numberformat.py first seen with mtime 1722069295.1974661
DEBUG 2024-08-11 09:25:51,952 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\product\templatetags\product_filter_tag.py first seen with mtime 1721875171.9399557
DEBUG 2024-08-11 09:25:51,952 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\admin\decorators.py first seen with mtime 1722069291.9410992
DEBUG 2024-08-11 09:25:51,953 autoreload File D:\documents\.venv\Lib\site-packages\rest_framework\exceptions.py first seen with mtime 1719886076.6062
DEBUG 2024-08-11 09:25:51,953 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\auth\signals.py first seen with mtime 1722069292.8388305
DEBUG 2024-08-11 09:25:51,955 autoreload File D:\documents\.venv\Lib\site-packages\django\db\backends\utils.py first seen with mtime 1722069294.9360254
DEBUG 2024-08-11 09:25:51,956 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\importlib\resources\__init__.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,956 autoreload File D:\documents\.venv\Lib\site-packages\rest_framework\utils\formatting.py first seen with mtime 1719886077.3476696
DEBUG 2024-08-11 09:25:51,957 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\xml\dom\__init__.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,958 autoreload File D:\documents\.venv\Lib\site-packages\django\db\models\indexes.py first seen with mtime 1722069295.0056043
DEBUG 2024-08-11 09:25:51,958 autoreload File D:\documents\.venv\Lib\site-packages\django\utils\asyncio.py first seen with mtime 1722069295.173687
DEBUG 2024-08-11 09:25:51,959 autoreload File D:\documents\.venv\Lib\site-packages\django\db\migrations\operations\fields.py first seen with mtime 1722069294.99414
DEBUG 2024-08-11 09:25:51,959 autoreload File D:\documents\.venv\Lib\site-packages\urllib3\util\ssltransport.py first seen with mtime 1717723186.987291
DEBUG 2024-08-11 09:25:51,960 autoreload File D:\documents\.venv\Lib\site-packages\sqlparse\formatter.py first seen with mtime 1719886046.0966866
DEBUG 2024-08-11 09:25:51,961 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\catalog_media\apps.py first seen with mtime 1719452620.3429158
DEBUG 2024-08-11 09:25:51,961 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\teacher_media\models.py first seen with mtime 1719452679.0459194
DEBUG 2024-08-11 09:25:51,962 autoreload File D:\documents\.venv\Lib\site-packages\django\core\wsgi.py first seen with mtime 1722069294.8520637
DEBUG 2024-08-11 09:25:51,962 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\DLLs\_uuid.pyd first seen with mtime 1707232250.0
DEBUG 2024-08-11 09:25:51,963 autoreload File D:\documents\.venv\Lib\site-packages\django\core\serializers\__init__.py first seen with mtime 1722069294.923672
DEBUG 2024-08-11 09:25:51,964 autoreload File D:\documents\.venv\Lib\site-packages\django\db\models\fields\generated.py first seen with mtime 1722069295.0159607
DEBUG 2024-08-11 09:25:51,964 autoreload File D:\documents\.venv\Lib\site-packages\django\db\models\functions\text.py first seen with mtime 1722069295.028076
DEBUG 2024-08-11 09:25:51,965 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\cart\models.py first seen with mtime 1722224795.92345
DEBUG 2024-08-11 09:25:51,966 autoreload File D:\documents\.venv\Lib\site-packages\_virtualenv.py first seen with mtime 1717722833.822454
DEBUG 2024-08-11 09:25:51,966 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\mimetypes.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,967 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\email\mime\base.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,967 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\argparse.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,968 autoreload File D:\documents\.venv\Lib\site-packages\django\core\checks\compatibility\django_4_0.py first seen with mtime 1722069294.8718498
DEBUG 2024-08-11 09:25:51,968 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\encodings\idna.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,969 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\encodings\utf_8.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,969 autoreload File D:\documents\.venv\Lib\site-packages\pytz\tzinfo.py first seen with mtime 1717723185.4441965
DEBUG 2024-08-11 09:25:51,971 autoreload File D:\documents\.venv\Lib\site-packages\requests\models.py first seen with mtime 1719886069.5765634
DEBUG 2024-08-11 09:25:51,971 autoreload File D:\documents\.venv\Lib\site-packages\django\db\models\functions\window.py first seen with mtime 1722069295.028076
DEBUG 2024-08-11 09:25:51,972 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\email\quoprimime.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,973 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\types.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,974 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\messages\utils.py first seen with mtime 1722069294.0373206
DEBUG 2024-08-11 09:25:51,974 autoreload File D:\documents\.venv\Lib\site-packages\django\db\migrations\operations\base.py first seen with mtime 1722069294.993632
DEBUG 2024-08-11 09:25:51,975 autoreload File D:\documents\.venv\Lib\site-packages\psycopg2\errors.py first seen with mtime 1717723196.6038332
DEBUG 2024-08-11 09:25:51,975 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\core\__init__.py first seen with mtime 1719632469.858518
DEBUG 2024-08-11 09:25:51,976 autoreload File D:\documents\.venv\Lib\site-packages\rest_framework\templatetags\rest_framework.py first seen with mtime 1719886077.341566
DEBUG 2024-08-11 09:25:51,977 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\asyncio\log.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,977 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\struct.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,978 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\product\admin.py first seen with mtime 1719452431.6476097
DEBUG 2024-08-11 09:25:51,978 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\hmac.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,978 autoreload File D:\documents\.venv\Lib\site-packages\django\template\__init__.py first seen with mtime 1722069295.1318936
DEBUG 2024-08-11 09:25:51,979 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\decimal.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,980 autoreload File D:\documents\.venv\Lib\site-packages\django\db\models\aggregates.py first seen with mtime 1722069294.998061
DEBUG 2024-08-11 09:25:51,981 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\email\__init__.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,981 autoreload File D:\documents\.venv\Lib\site-packages\django\template\loader.py first seen with mtime 1722069295.140844
DEBUG 2024-08-11 09:25:51,981 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\media_social\admin.py first seen with mtime 1719452531.7213337
DEBUG 2024-08-11 09:25:51,983 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\search\apps.py first seen with mtime 1719457952.0693953
DEBUG 2024-08-11 09:25:51,983 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\postgres\lookups.py first seen with mtime 1722069294.0470657
DEBUG 2024-08-11 09:25:51,984 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\media_social\templatetags\audiobook_filter_tags.py first seen with mtime 1723277353.8823938
DEBUG 2024-08-11 09:25:51,985 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\wsgiref\headers.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,985 autoreload File D:\documents\.venv\Lib\site-packages\django\utils\dateformat.py first seen with mtime 1722069295.1797128
DEBUG 2024-08-11 09:25:51,986 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,986 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\staticfiles\handlers.py first seen with mtime 1722069294.835127
DEBUG 2024-08-11 09:25:51,987 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\contenttypes\admin.py first seen with mtime 1722069293.051868
DEBUG 2024-08-11 09:25:51,988 autoreload File D:\documents\.venv\Lib\site-packages\django\forms\models.py first seen with mtime 1722069295.0436516
DEBUG 2024-08-11 09:25:51,988 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\staticfiles\management\__init__.py first seen with mtime 1722069294.8406863
DEBUG 2024-08-11 09:25:51,989 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\postgres\fields\array.py first seen with mtime 1722069294.0558362
DEBUG 2024-08-11 09:25:51,989 autoreload File D:\documents\.venv\Lib\site-packages\django\db\models\sql\constants.py first seen with mtime 1722069295.0323966
DEBUG 2024-08-11 09:25:51,990 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\http\__init__.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,992 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\unittest\result.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,992 autoreload File D:\documents\.venv\Lib\site-packages\pymysql\constants\__init__.py first seen with mtime 1717723194.2729795
DEBUG 2024-08-11 09:25:51,993 autoreload File D:\documents\.venv\Lib\site-packages\django\db\models\sql\subqueries.py first seen with mtime 1722069295.0349526
DEBUG 2024-08-11 09:25:51,994 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\postgres\forms\array.py first seen with mtime 1722069294.061122
DEBUG 2024-08-11 09:25:51,994 autoreload File D:\documents\.venv\Lib\site-packages\django\dispatch\__init__.py first seen with mtime 1722069295.037217
DEBUG 2024-08-11 09:25:51,995 autoreload File D:\documents\.venv\Lib\site-packages\django\views\decorators\csrf.py first seen with mtime 1722069295.2179608
DEBUG 2024-08-11 09:25:51,995 autoreload File D:\documents\.venv\Lib\site-packages\requests\__version__.py first seen with mtime 1719886069.5610542
DEBUG 2024-08-11 09:25:51,996 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\user\apps.py first seen with mtime 1719452386.7973256
DEBUG 2024-08-11 09:25:51,996 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\asyncio\queues.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,997 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\email\mime\nonmultipart.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,997 autoreload File D:\documents\.venv\Lib\site-packages\django\core\checks\database.py first seen with mtime 1722069294.865041
DEBUG 2024-08-11 09:25:51,998 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\staticfiles\__init__.py first seen with mtime 1722069294.8327594
DEBUG 2024-08-11 09:25:51,998 autoreload File D:\documents\.venv\Lib\site-packages\django\core\mail\message.py first seen with mtime 1722069294.891445
DEBUG 2024-08-11 09:25:51,999 autoreload File D:\documents\.venv\Lib\site-packages\sqlparse\filters\reindent.py first seen with mtime 1719886046.1122947
DEBUG 2024-08-11 09:25:52,000 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\unittest\case.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:52,000 autoreload File D:\documents\.venv\Lib\site-packages\django\template\backends\__init__.py first seen with mtime 1722069295.145057
